segment_idx,model,standard_wer,lattice_wer,wer_reduction,ref_length
29,Unnamed: 8,1.0,1.0,0.0,7
30,Model H,0.0,0.0,0.0,7
30,Model i,0.0,0.0,0.0,7
30,Model k,0.0,0.0,0.0,7
30,Model l,0.2857142857142857,0.14285714285714285,0.14285714285714285,7
30,Model m,0.42857142857142855,0.0,0.42857142857142855,7
30,Model n,0.0,0.0,0.0,7
30,Unnamed: 8,1.0,1.0,0.0,7
31,Model H,0.07142857142857142,0.0,0.07142857142857142,14
31,Model i,0.07142857142857142,0.0,0.07142857142857142,14
31,Model k,0.14285714285714285,0.0,0.14285714285714285,14
31,Model l,0.07142857142857142,0.0,0.07142857142857142,14
31,Model m,0.0,0.0,0.0,14
31,Model n,0.0,0.0,0.0,14
31,Unnamed: 8,1.0,1.0,0.0,14
32,Model H,0.0,0.0,0.0,7
32,Model i,0.0,0.0,0.0,7
32,Model k,0.0,0.0,0.0,7
32,Model l,0.0,0.0,0.0,7
32,Model m,0.14285714285714285,0.0,0.14285714285714285,7
32,Model n,0.0,0.0,0.0,7
32,Unnamed: 8,1.0,1.0,0.0,7
33,Model H,0.0,0.0,0.0,18
33,Model i,0.0,0.0,0.0,18
33,Model k,0.0,0.0,0.0,18
33,Model l,0.0,0.0,0.0,18
33,Model m,0.0,0.0,0.0,18
33,Model n,0.0,0.0,0.0,18
33,Unnamed: 8,1.0,1.0,0.0,18
34,Model H,0.0,0.0,0.0,18
34,Model i,0.0,0.0,0.0,18
34,Model k,0.1111111111111111,0.0,0.1111111111111111,18
34,Model l,0.1111111111111111,0.0,0.1111111111111111,18
34,Model m,0.16666666666666666,0.0,0.16666666666666666,18
34,Model n,0.1111111111111111,0.0,0.1111111111111111,18
34,Unnamed: 8,1.0,1.0,0.0,18
35,Model H,0.0,0.05263157894736842,-0.05263157894736842,18
35,Model i,0.0,0.05263157894736842,-0.05263157894736842,18
35,Model k,0.05555555555555555,0.05263157894736842,0.0029239766081871343,18
35,Model l,0.05555555555555555,0.0,0.05555555555555555,18
35,Model m,0.1111111111111111,0.05263157894736842,0.05847953216374269,18
35,Model n,0.05555555555555555,0.05263157894736842,0.0029239766081871343,18
35,Unnamed: 8,1.0,1.0,0.0,18
36,Model H,0.23529411764705882,0.3793103448275862,-0.14401622718052737,17
36,Model i,0.0,0.41379310344827586,-0.41379310344827586,17
36,Model k,0.6470588235294118,0.034482758620689655,0.6125760649087222,17
36,Model l,0.11764705882352941,0.41379310344827586,-0.2961460446247465,17
36,Model m,0.058823529411764705,0.41379310344827586,-0.35496957403651114,17
36,Model n,0.0,0.41379310344827586,-0.41379310344827586,17
36,Unnamed: 8,1.0,1.0,0.0,17
37,Model H,0.0,0.0,0.0,37
37,Model i,0.0,0.0,0.0,37
37,Model k,0.0,0.0,0.0,37
37,Model l,0.02702702702702703,0.0,0.02702702702702703,37
37,Model m,0.08108108108108109,0.0,0.08108108108108109,37
37,Model n,0.10810810810810811,0.0,0.10810810810810811,37
37,Unnamed: 8,1.0,1.0,0.0,37
38,Model H,0.0,0.0,0.0,19
38,Model i,0.0,0.0,0.0,19
38,Model k,0.0,0.0,0.0,19
38,Model l,0.0,0.0,0.0,19
38,Model m,0.05263157894736842,0.0,0.05263157894736842,19
38,Model n,0.05263157894736842,0.0,0.05263157894736842,19
38,Unnamed: 8,1.0,1.0,0.0,19
39,Model H,0.0,0.0,0.0,19
39,Model i,0.0,0.0,0.0,19
39,Model k,0.21052631578947367,0.0,0.21052631578947367,19
39,Model l,0.10526315789473684,0.0,0.10526315789473684,19
39,Model m,0.05263157894736842,0.0,0.05263157894736842,19
39,Model n,0.15789473684210525,0.0,0.15789473684210525,19
39,Unnamed: 8,1.0,1.0,0.0,19
40,Model H,0.0,0.0,0.0,19
40,Model i,0.0,0.0,0.0,19
40,Model k,0.05263157894736842,0.0,0.05263157894736842,19
40,Model l,0.15789473684210525,0.0,0.15789473684210525,19
40,Model m,0.15789473684210525,0.0,0.15789473684210525,19
40,Model n,0.05263157894736842,0.0,0.05263157894736842,19
40,Unnamed: 8,1.0,1.0,0.0,19
41,Model H,0.0,0.0,0.0,19
41,Model i,0.0,0.0,0.0,19
41,Model k,0.0,0.0,0.0,19
41,Model l,0.05263157894736842,0.0,0.05263157894736842,19
41,Model m,0.05263157894736842,0.0,0.05263157894736842,19
41,Model n,0.0,0.0,0.0,19
41,Unnamed: 8,1.0,1.0,0.0,19
42,Model H,0.0,0.0,0.0,19
42,Model i,0.0,0.0,0.0,19
42,Model k,0.15789473684210525,0.0,0.15789473684210525,19
42,Model l,0.0,0.0,0.0,19
42,Model m,0.2631578947368421,0.0,0.2631578947368421,19
42,Model n,0.21052631578947367,0.0,0.21052631578947367,19
42,Unnamed: 8,1.0,1.0,0.0,19
43,Model H,0.08333333333333333,0.0,0.08333333333333333,12
43,Model i,0.0,0.0,0.0,12
43,Model k,0.08333333333333333,0.0,0.08333333333333333,12
43,Model l,0.0,0.0,0.0,12
43,Model m,0.08333333333333333,0.0,0.08333333333333333,12
43,Model n,0.16666666666666666,0.0,0.16666666666666666,12
43,Unnamed: 8,1.0,1.0,0.0,12
44,Model H,0.0,0.0,0.0,24
44,Model i,0.041666666666666664,0.0,0.041666666666666664,24
44,Model k,0.0,0.0,0.0,24
44,Model l,0.0,0.0,0.0,24
44,Model m,0.08333333333333333,0.041666666666666664,0.041666666666666664,24
44,Model n,0.125,0.0,0.125,24
44,Unnamed: 8,1.0,1.0,0.0,24
45,Model H,0.0,0.0,0.0,12
45,Model i,0.0,0.0,0.0,12
45,Model k,0.0,0.0,0.0,12
45,Model l,0.0,0.0,0.0,12
45,Model m,0.75,0.0,0.75,12
45,Model n,0.08333333333333333,0.0,0.08333333333333333,12
45,Unnamed: 8,1.0,1.0,0.0,12
